,rentree_scolaire,region_academique,academie,departement,code_postal,commune,uai,denomination_principale,patronyme,secteur,nombre_d_eleves
144,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38400,SAINT-MARTIN-D'HERES,0382170C,LYCEE POLYVALENT PRIVE,SCHNEIDER ELECTRIC,PRIVE,36
145,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38400,SAINT-MARTIN-D'HERES,0382203N,LPO LYCEE DES METIERS,PABLO NERUDA,PUBLIC,873
146,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38430,MOIRANS,0383119J,LYCEE GENERAL ET TECHNOLOGIQUE,PIERRE BEGHIN,PUBLIC,930
147,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38435,ECHIROLLES,0382920T,LYCEE GENERAL ET TECHNOLOGIQUE,MARIE CURIE,PUBLIC,1198
148,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38460,VILLEMOIRIEU,0383550C,LYCEE GEN.ET TECHNOL.PRIVE,JEAN-PAUL II,PRIVE,26
149,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38480,LE PONT-DE-BEAUVOISIN,0380053B,LYCEE POLYVALENT,CHARLES GABRIEL PRAVAZ,PUBLIC,787
150,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38500,VOIRON,0381683Y,LYCEE GENERAL ET TECHNOL PR,NOTRE DAME DES VICTOIRES,PRIVE,540
151,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38501,VOIRON,0380092U,LYCEE POLYVALENT,FERDINAND BUISSON,PUBLIC,920
152,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38506,VOIRON,0380091T,LYCEE POLYVALENT,EDOUARD HERRIOT,PUBLIC,1004
153,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38510,MORESTEL,0383069E,LYCEE GENERAL ET TECHNOLOGIQUE,CAMILLE COROT,PUBLIC,807
154,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38530,PONTCHARRA,0382270L,LYCEE GENERAL ET TECHNOLOGIQUE,PIERRE DU TERRAIL,PUBLIC,998
155,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38550,LE PEAGE-DE-ROUSSILLON,0381670J,LYCEE GENERAL PRIVE,JEANNE D'ARC,PRIVE,267
156,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38700,LA TRONCHE,0381630R,LYCEE POLYVALENT,ANNEXE PEDAGOGIQUE SOINS ETUDE,PUBLIC,103
157,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,38700,LA TRONCHE,0383208F,LYCEE POLYVALENT PRIVE,PHILIPPINE DUCHESNE,PRIVE,813
158,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,ISERE,69560,VIENNE,0380081G,LYCEE POLYVALENT,ELLA FITZGERALD,PUBLIC,1428
159,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73000,CHAMBERY,0730016W,LPO LYCEE DES METIERS,MONGE,PUBLIC,1096
160,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73000,CHAMBERY,0731248K,LYCEE POLYVALENT,LOUIS ARMAND,PUBLIC,986
161,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73006,CHAMBERY,0730013T,LYCEE GENERAL ET TECHNOLOGIQUE,VAUGELAS,PUBLIC,1022
162,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73025,CHAMBERY,0730763H,LGT PRIVE LYCEE DES METIERS,SAINT AMBROISE,PRIVE,867
163,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73100,AIX-LES-BAINS,0731040J,LYCEE GENERAL PRIVE,TOMER DEBORA,PRIVE,37
164,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73102,AIX-LES-BAINS,0730003G,LYCEE POLYVALENT,MARLIOZ,PUBLIC,1019
165,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73105,AIX-LES-BAINS,0730759D,LYCEE GENERAL PRIVE,TALMUDIQUE,PRIVE,43
166,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73202,ALBERTVILLE,0730005J,LYCEE POLYVALENT,JEAN MOULIN,PUBLIC,808
167,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73203,ALBERTVILLE,0730760E,LYCEE POLYVALENT PRIVE,JEANNE D'ARC,PRIVE,241
168,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73302,SAINT-JEAN-DE-MAURIENNE,0730037U,LYCEE POLYVALENT,PAUL HEROULT,PUBLIC,699
169,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73400,UGINE,0730043A,LPO LYCEE DES METIERS,RENE PERRIN,PUBLIC,442
170,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73492,LA RAVOIRE,0731392S,LYCEE GENERAL ET TECHNOLOGIQUE,DU GRANIER,PUBLIC,1271
171,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73601,MOUTIERS,0730029K,LPO LYCEE DES METIERS,AMBROISE CROIZAT,PUBLIC,767
172,2020,AUVERGNE-RHONE-ALPES,GRENOBLE,SAVOIE,73704,BOURG-SAINT-MAURICE,0731507S,LYCEE GENERAL,SAINT EXUPERY,PUBLIC,293
173,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1000,BOURG-EN-BRESSE,0010070W,LYCEE GEN.ET TECHNOL.PRIVE,SAINT PIERRE,PRIVE,575
174,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1001,BOURG-EN-BRESSE,0010014K,LYCEE GENERAL ET TECHNOLOGIQUE,EDGAR QUINET,PUBLIC,1312
175,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1011,BOURG-EN-BRESSE,0010013J,LYCEE GENERAL,LALANDE,PUBLIC,1069
176,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1011,BOURG-EN-BRESSE,0010016M,LYCEE POLYVALENT,JOSEPH-MARIE CARRIAT,PUBLIC,1415
177,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1100,BELLIGNAT,0011119L,LPO LYCEE DES METIERS,ARBEZ CARME,PUBLIC,714
178,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1108,OYONNAX,0010034G,LYCEE POLYVALENT,PAUL PAINLEVE,PUBLIC,520
179,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1120,LA BOISSE,0011326L,LYCEE GENERAL ET TECHNOLOGIQUE,DE LA COTIERE,PUBLIC,1317
180,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1130,NANTUA,0010032E,LYCEE POLYVALENT,XAVIER BICHAT,PUBLIC,470
181,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1140,SAINT-DIDIER-SUR-CHALARONNE,0011431A,LYCEE GENERAL PRIVE,SAINT JOSEPH,PRIVE,134
182,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1170,CESSY,0010878Z,LYC POLYVAL PRIVE,JEANNE D'ARC,PRIVE,364
183,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1200,VALSERHONE,0010006B,LPO LYCEE DES METIERS,SAINT-EXUPERY,PUBLIC,561
184,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1210,FERNEY-VOLTAIRE,0010072Y,LYCEE POLYVALENT,INTERNATIONAL,PUBLIC,2035
185,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1300,BELLEY,0010069V,LYCEE GEN.ET TECHNOL.PRIVE,INSTITUTION SAINTE ANNE - LAMA,PRIVE,266
186,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1306,BELLEY,0010010F,LYCEE POLYVALENT,DU BUGEY,PUBLIC,639
187,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1500,AMBERIEU-EN-BUGEY,0011194T,LYCEE GENERAL ET TECHNOLOGIQUE,DE LA PLAINE DE L'AIN,PUBLIC,1594
188,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1606,TREVOUX,0011276G,LYCEE GENERAL ET TECHNOLOGIQUE,DU VAL DE SAONE,PUBLIC,1283
189,2020,AUVERGNE-RHONE-ALPES,LYON,AIN,1700,MIRIBEL,0010075B,LYCEE GEN.ET TECHNOL.PRIVE,SAINT JOSEPH,PRIVE,238
190,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42000,SAINT-ETIENNE,0420976H,LYC GEN.ET TECHNOL.PRIVE DES M,LA SALLE SAINT LOUIS SAINTE BA,PRIVE,30
191,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42000,SAINT-ETIENNE,0420979L,LYCEE GEN.ET TECHNOL.PRIVE,TEZENAS DU MONTCEL,PRIVE,279
192,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42001,SAINT-ETIENNE,0420042T,LYCEE GENERAL ET TECHNOLOGIQUE,HONORE D'URFE,PUBLIC,1218
193,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42007,SAINT-ETIENNE,0420041S,LYCEE GENERAL,CLAUDE FAURIEL,PUBLIC,951
194,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42014,SAINT-ETIENNE,0420043U,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MONNET,PUBLIC,448
195,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42016,SAINT-ETIENNE,0421035X,LYCEE GENERAL PRIVE,SAINT PAUL,PRIVE,534
196,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42021,SAINT-ETIENNE,0420046X,LYCEE GENERAL ET TECHNOLOGIQUE,ETIENNE MIMARD,PUBLIC,401
197,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42023,SAINT-ETIENNE,0421034W,LYCEE GEN.ET TECHNOL.PRIVE,SEVIGNE,PRIVE,68
198,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42030,SAINT-ETIENNE,0421020F,LYCEE GENERAL PRIVE,ENSEMBLE SCOLAIRE LA SALLE,PRIVE,198
199,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42030,SAINT-ETIENNE,0421021G,LYCEE GENERAL PRIVE,EXTERNAT SAINT MICHEL,PRIVE,551
200,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42100,SAINT-ETIENNE,0422158T,LYC POLYVAL PRIVE DES METIERS,LA SALESIENNE,PRIVE,121
201,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42110,FEURS,0421788R,LYCEE GENERAL ET TECHNOLOGIQUE,DU FOREZ,PUBLIC,811
202,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42130,BOEN-SUR-LIGNON,0422132P,LYCEE GENERAL,L'ASTREE,PUBLIC,256
203,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42140,CHAZELLES-SUR-LYON,0422284E,LYCEE GENERAL ET TECHNOLOGIQUE,DES HORIZONS,PUBLIC,696
204,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42166,ANDREZIEUX-BOUTHEON,0421976V,LYCEE GENERAL ET TECHNOLOGIQUE,FRANCOIS MAURIAC-FOREZ,PUBLIC,1355
205,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42190,CHARLIEU,0420008F,LYCEE POLYVALENT,JEREMIE DE LA RUE,PUBLIC,389
206,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42190,CHARLIEU,0421025L,LYCEE GENERAL PRIVE,NOTRE DAME,PRIVE,151
207,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42210,MONTROND-LES-BAINS,0422318S,LYCEE GENERAL PRIVE,SAINT PIERRE,PRIVE,149
208,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42272,SAINT-PRIEST-EN-JAREZ,0420044V,LYCEE GENERAL ET TECHNOLOGIQUE,SIMONE WEIL,PUBLIC,786
209,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42300,ROANNE,0420974F,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE ANNE,PRIVE,61
210,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42300,ROANNE,0421023J,LYCEE GENERAL PRIVE,SAINT PAUL,PRIVE,293
211,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42328,ROANNE,0420031F,LYCEE GENERAL,JEAN PUY,PUBLIC,803
212,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42328,ROANNE,0420033H,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT THOMAS,PUBLIC,811
213,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42328,ROANNE,0420034J,LYCEE GENERAL ET TECHNOLOGIQUE,CARNOT,PUBLIC,856
214,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42401,SAINT-CHAMOND,0421022H,LYCEE GENERAL PRIVE,SAINTE MARIE LA GRAND'GRANGE,PRIVE,370
215,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42403,SAINT-CHAMOND,0420040R,LGT LYCEE DES METIERS,CLAUDE LEBOIS,PUBLIC,892
216,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42530,SAINT-GENEST-LERPT,0422160V,LYC POLYVAL PRIVE DES METIERS,RENOUVEAU,PRIVE,56
217,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42603,MONTBRISON,0420973E,LYCEE GEN.ET TECHNOL.PRIVE,SAINT PAUL FOREZ,PRIVE,335
218,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42604,MONTBRISON,0420018S,LYCEE GENERAL ET TECHNOLOGIQUE,BEAUREGARD,PUBLIC,1232
219,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42704,FIRMINY,0420013L,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT CAMUS,PUBLIC,683
220,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42704,FIRMINY,0420014M,LYCEE GENERAL ET TECHNOLOGIQUE,JACOB HOLTZER,PUBLIC,388
221,2020,AUVERGNE-RHONE-ALPES,LYON,LOIRE,42800,RIVE-DE-GIER,0420027B,LYCEE GENERAL ET TECHNOLOGIQUE,GEORGES BRASSENS,PUBLIC,843
222,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69003,LYON,0690029G,LYCEE GENERAL ET TECHNOLOGIQUE,LACASSAGNE,PUBLIC,544
223,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69003,LYON,0690514J,LYCEE GEN.ET TECHNOL.PRIVE,CHARLES DE FOUCAULD,PRIVE,731
224,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69005,LYON,0690028F,LYCEE GENERAL ET TECHNOLOGIQUE,SAINT JUST,PUBLIC,1326
225,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69005,LYON,0690520R,LYCEE GEN.ET TECHNOL.PRIVE,LA FAVORITE SAINTE THERESE,PRIVE,661
226,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69005,LYON,0690631L,LYCEE TECHNOLOGIQUE PRIVE,ICOF,PRIVE,198
227,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69006,LYON,0690026D,LYCEE GENERAL,DU PARC,PUBLIC,631
228,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69006,LYON,0690529A,LYCEE GENERAL PRIVE,DEBORDE,PRIVE,170
229,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69006,LYON,0690533E,LYCEE GENERAL PRIVE,EXTERNAT DE LA TRINITE,PRIVE,473
230,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69006,LYON,0690646C,LYCEE TECHNOLOGIQUE PRIVE,CARREL,PRIVE,74
231,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69007,LYON,0690536H,LYCEE GEN.ET TECHNOL.PRIVE,BELMONT-CAPDEPON,PRIVE,374
232,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69007,LYON,0690574Z,LYCEE GEN.ET TECHNOL.PRIVE,CHEVREUL LESTONNAC,PRIVE,888
233,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69008,LYON,0690538K,LYCEE GENERAL PRIVE,PIERRE TERMIER,PRIVE,387
234,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69008,LYON,0693587Z,LYCEE GENERAL PRIVE,LA XAVIERE,PRIVE,411
235,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69009,LYON,0693786R,LYC POLYVAL PRIVE,JEHANNE DE FRANCE,PRIVE,59
236,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69100,VILLEURBANNE,0690132U,LYCEE GENERAL ET TECHNOLOGIQUE,PIERRE BROSSOLETTE,PUBLIC,938
237,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69100,VILLEURBANNE,0693769X,LYCEE GENERAL PRIVE,JUIF DE LYON,PRIVE,178
238,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69100,VILLEURBANNE,0694066V,LYCEE GENERAL PRIVE,BETH HANNA,PRIVE,32
239,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69140,RILLIEUX-LA-PAPE,0692517L,LYCEE POLYVALENT,CAMUS-SERMENAZ,PUBLIC,825
240,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69140,RILLIEUX-LA-PAPE,0694197M,LYCEE GEN.ET TECHNOL.PRIVE,SAINT CHARLES,PRIVE,157
241,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69150,DECINES-CHARPIEU,0694086S,LYCEE GEN.ET TECHNOL.PRIVE,AL KINDI,PRIVE,156
242,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69153,DECINES-CHARPIEU,0692800U,LYCEE POLYVALENT,CHARLIE CHAPLIN,PUBLIC,1483
243,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69160,TASSIN-LA-DEMI-LUNE,0690550Y,LYCEE GENERAL PRIVE,SAINT JOSEPH,PRIVE,524
244,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69170,TARARE,0693267B,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME DE BEL AIR,PRIVE,526
245,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69173,TARARE,0690085T,LYCEE POLYVALENT,RENE CASSIN,PUBLIC,584
246,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69200,VENISSIEUX,0692717D,LYCEE POLYVALENT,JACQUES BREL,PUBLIC,617
247,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69201,LYON,0690048C,LP LYCEE DES METIERS,DIDEROT,PUBLIC,23
248,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69210,SAIN-BEL,0694069Y,LYCEE GENERAL,GERMAINE TILLION,PUBLIC,796
249,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69220,BELLEVILLE-EN-BEAUJOLAIS,0693734J,LYCEE POLYVALENT,AIGUERANDE,PUBLIC,1296
250,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69230,SAINT-GENIS-LAVAL,0693654X,LYCEE GENERAL ET TECHNOLOGIQUE,RENE DESCARTES,PUBLIC,1508
251,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69240,THIZY-LES-BOURGS,0693566B,LYCEE POLYVALENT,FRANCOIS MANSART,PUBLIC,188
252,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69250,NEUVILLE-SUR-SAONE,0690540M,LYCEE GENERAL PRIVE,NOTRE DAME DE BELLEGARDE,PRIVE,739
253,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69260,CHARBONNIERES-LES-BAINS,0693518Z,LYCEE GENERAL ET TECHNOLOGIQUE,BLAISE PASCAL,PUBLIC,1388
254,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69283,LYON,0690037R,LYCEE GENERAL ET TECHNOLOGIQUE,LA MARTINIERE DIDEROT,PUBLIC,757
255,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69283,LYON,0690563M,LYCEE GEN.ET TECHNOL.PRIVE,SAINT LOUIS-SAINT BRUNO,PRIVE,538
256,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69283,LYON,0690564N,LYCEE GENERAL PRIVE,INSTITUTION DES CHARTREUX,PRIVE,909
257,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69283,LYON,0690671E,LYCEE GEN.ET TECHNOL.PRIVE,JEAN-BAPTISTE DE LA SALLE,PRIVE,315
258,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69287,LYON,0690032K,LYCEE GENERAL ET TECHNOLOGIQUE,JULIETTE RECAMIER,PUBLIC,745
259,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69287,LYON,0690571W,LYCEE GENERAL PRIVE,SAINT MARC,PRIVE,901
260,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69289,LYON,0690023A,LYCEE GENERAL ET TECHNOLOGIQUE,AMPERE,PUBLIC,1132
261,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69300,CALUIRE-ET-CUIRE,0692165D,CITE SCOLAIRE,ELIE VIGNAL,PUBLIC,41
262,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69316,LYON,0690031J,LYCEE GENERAL ET TECHNOLOGIQUE,ANTOINE DE SAINT-EXUPERY,PUBLIC,1438
263,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69321,LYON,0690521S,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE MARIE LYON,PRIVE,1563
264,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69321,LYON,0690522T,LYCEE GEN.ET TECHNOL.PRIVE,AUX LAZARISTES,PRIVE,929
265,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69322,LYON,0690128P,LPO LYCEE DES METIERS,EDOUARD BRANLY,PUBLIC,731
266,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69322,LYON,0690519P,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME DES MINIMES,PRIVE,529
267,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69322,LYON,0691659D,LYCEE TECHNOLOGIQUE PRIVE,DON BOSCO,PRIVE,117
268,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69338,LYON,0690038S,LYCEE GENERAL ET TECHNOLOGIQUE,LA MARTINIERE  DUCHERE,PUBLIC,1173
269,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69338,LYON,0690082P,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN PERRIN,PUBLIC,691
270,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69350,LA MULATIERE,0690539L,LYCEE GEN.ET TECHNOL.PRIVE,ASSOMPTION BELLEVUE,PRIVE,642
271,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69361,LYON,0693446W,LYCEE GENERAL,CITE SCOLAIRE INTERNATIONALE,PUBLIC,821
272,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69372,LYON,0690035N,LYCEE GENERAL ET TECHNOLOGIQUE,AUGUSTE ET LOUIS LUMIERE,PUBLIC,1098
273,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69372,LYON,0690042W,LYCEE GENERAL ET TECHNOLOGIQUE,COLBERT,PUBLIC,486
274,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69372,LYON,0692866R,LYCEE GENERAL ET TECHNOLOGIQUE,LA MARTINIERE MONPLAISIR,PUBLIC,1112
275,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69373,LYON,0690634P,LYCEE TECHNOLOGIQUE PRIVE,LA MACHE,PRIVE,276
276,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69373,LYON,0690642Y,LYCEE TECHNOLOGIQUE PRIVE,O R T,PRIVE,69
277,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69455,LYON,0690027E,LYCEE GENERAL ET TECHNOLOGIQUE,EDOUARD HERRIOT,PUBLIC,845
278,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69511,VAULX-EN-VELIN,0693619J,LYCEE GENERAL ET TECHNOLOGIQUE,ROBERT DOISNEAU,PUBLIC,710
279,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69571,DARDILLY,0693504J,LYCEE POLYVALENT,FRANCOIS RABELAIS,PUBLIC,159
280,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69582,NEUVILLE-SUR-SAONE,0694026B,LYCEE GENERAL ET TECHNOLOGIQUE,ROSA PARKS,PUBLIC,745
281,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69590,SAINT-SYMPHORIEN-SUR-COISE,0691654Y,LYCEE GEN.ET TECHNOL.PRIVE,CHAMPAGNAT,PRIVE,613
282,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69600,OULLINS,0690074F,LYCEE GENERAL ET TECHNOLOGIQUE,PARC CHABRIERES,PUBLIC,876
283,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69600,OULLINS,0690542P,LYCEE GEN.ET TECHNOL.PRIVE,DES CHASSAGNES,PRIVE,263
284,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69600,OULLINS,0690543R,LYCEE GEN.ET TECHNOL.PRIVE,SAINT THOMAS D'AQUIN VERITAS,PRIVE,1007
285,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69613,VILLEURBANNE,0690554C,LYCEE GENERAL PRIVE,IMMACULEE CONCEPTION,PRIVE,528
286,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69615,VILLEURBANNE,0690103M,LPO LYCEE DES METIERS,FREDERIC FAYS,PUBLIC,965
287,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69651,VILLEFRANCHE-SUR-SAONE,0691644M,LYCEE POLYVALENT,LOUIS ARMAND,PUBLIC,1387
288,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69652,VILLEFRANCHE-SUR-SAONE,0690552A,LYCEE GENERAL PRIVE,NOTRE DAME DE MONGRE,PRIVE,668
289,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69657,VILLEFRANCHE-SUR-SAONE,0690553B,LYCEE TECHNOLOGIQUE PRIVE,NOTRE DAME,PRIVE,283
290,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69665,VILLEFRANCHE-SUR-SAONE,0690097F,LPO LYCEE DES METIERS,CLAUDE BERNARD,PUBLIC,985
291,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69675,BRON,0693044J,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN-PAUL SARTRE,PUBLIC,1576
292,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69694,VENISSIEUX,0690104N,LYCEE GENERAL ET TECHNOLOGIQUE,MARCEL SEMBAT,PUBLIC,554
293,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69700,GIVORS,0693330V,LPO LYCEE DES METIERS,ARAGON-PICASSO,PUBLIC,1226
294,2020,AUVERGNE-RHONE-ALPES,LYON,RHONE,69802,SAINT-PRIEST,0693478F,LYCEE GENERAL ET TECHNOLOGIQUE,CONDORCET,PUBLIC,1410
295,2020,BOURGOGNE-FRANCHE-COMTE,BESANCON,DOUBS,25000,BESANCON,0250008Y,LYCEE GENERAL ET TECHNOLOGIQUE,LOUIS PASTEUR,PUBLIC,1115
