uai,rentree_scolaire,region_academique,academie,departement,commune,denomination_principale,secteur,nb_eleves,rep,ips
0920916W,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,MEUDON,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,193,,150.2
0920917X,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,MEUDON,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,667,,146.2
0920142E,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NEUILLY-SUR-SEINE,LYCEE GENERAL,PUBLIC,675,,144.0
0920143F,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NEUILLY-SUR-SEINE,LYCEE D'ENSEIGNEMENT GENERAL,PUBLIC,433,,133.3
0920875B,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NEUILLY-SUR-SEINE,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,317,,147.7
0920919Z,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NEUILLY-SUR-SEINE,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,611,,151.5
0920985W,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NEUILLY-SUR-SEINE,LYCEE POLYVALENT PRIVE,PRIVE,248,,137.3
0920921B,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,NEUILLY-SUR-SEINE,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,728,,151.2
0920801W,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SAINT-CLOUD,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1384,,138.5
0922276Z,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SAINT-CLOUD,LPO LYCEE DES METIERS,PUBLIC,64,,93.6
0920894X,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BAGNEUX,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,159,,105.1
0921156G,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,GENNEVILLIERS,LPO LYCEE DES METIERS,PUBLIC,1016,,94.3
0920132U,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOIS-COLOMBES,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1096,,128.8
0922691A,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOIS-COLOMBES,LYCEE GENERAL PRIVE,PRIVE,85,,145.1
0920135X,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CHATENAY-MALABRY,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,775,,122.5
0920907L,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CHATENAY-MALABRY,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,723,,141.4
0921166T,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CHATENAY-MALABRY,LYCEE POLYVALENT,PUBLIC,499,,100.7
0921230M,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,LEVALLOIS-PERRET,LPO LYCEE DES METIERS,PUBLIC,1242,,116.4
0920802X,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SEVRES,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1441,,137.3
0920145H,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SCEAUX,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1067,,139.7
0920146J,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,SCEAUX,LYCEE GENERAL,PUBLIC,1040,,141.4
0920906K,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,BOURG-LA-REINE,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,569,,144.6
0922249V,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,LE PLESSIS-ROBINSON,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,538,,110.2
0920908M,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CHAVILLE,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,425,,151.3
0921594H,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,VILLENEUVE-LA-GARENNE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,603,,91.5
0921484N,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,LYCEE POLYVALENT PRIVE,PRIVE,1084,,141.6
0922615T,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1006,,122.6
0922867S,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,27,,121.3
0920138A,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1118,,125.0
0920937U,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,VAUCRESSON,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,170,,126.5
0921935D,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,VAUCRESSON,ETAB.REGIONAL ENSEIGNT ADAPTE,PUBLIC,103,,
0921365J,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,RUEIL-MALMAISON,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,432,,152.3
0922398G,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,RUEIL-MALMAISON,LPO LYCEE DES METIERS,PUBLIC,395,,110.4
0920799U,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,RUEIL-MALMAISON,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1794,,135.1
0920928J,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,RUEIL-MALMAISON,LYCEE GEN. ET TECHNOL. PRIVE,PRIVE,1045,,149.5
0922149L,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,CLICHY,LPO LYCEE DES METIERS,PUBLIC,421,,93.0
0920131T,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,ASNIERES-SUR-SEINE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1008,,106.8
0920889S,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,ASNIERES-SUR-SEINE,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,599,,150.1
0921663H,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COLOMBES,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,632,,137.7
0920137Z,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,COLOMBES,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1207,,96.7
0920130S,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,ANTONY,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1200,,128.9
0920144G,2020-01-01,ILE-DE-FRANCE,VERSAILLES,HAUTS-DE-SEINE,PUTEAUX,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,689,,115.1
0950649P,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,PONTOISE,LPO LYCEE DES METIERS,PUBLIC,1268,,109.5
0951399E,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,CERGY,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,898,,107.2
0950640E,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ARGENTEUIL,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,961,,101.4
0950641F,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ARGENTEUIL,LYCEE POLYVALENT,PUBLIC,731,,86.2
0950666H,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ARGENTEUIL,LPO LYCEE DES METIERS,PUBLIC,920,,90.8
0952208J,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ARGENTEUIL,ECOLE GEN.ET TECHNOL.PRIVEE,PRIVE,303,,129.2
0951811C,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ARGENTEUIL,LPO LYCEE DES METIERS,PUBLIC,411,,81.6
0950785M,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SANNOIS,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,597,,132.7
0950645K,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ERMONT,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1219,,116.0
0950812S,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,FRANCONVILLE,LYCEE POLYVALENT PRIVE,PRIVE,186,,120.9
0951722F,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,FRANCONVILLE,LYCEE POLYVALENT,PUBLIC,1109,,104.5
0951766D,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,GARGES-LES-GONESSE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1005,,80.0
0950651S,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,TAVERNY,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,917,,122.3
0951763A,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,TAVERNY,LPO LYCEE DES METIERS,PUBLIC,923,,108.7
0950648N,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,MONTMORENCY,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,906,,125.0
0951922Y,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,DEUIL-LA-BARRE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1281,,107.9
0950667J,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,GOUSSAINVILLE,LPO LYCEE DES METIERS,PUBLIC,1072,,82.1
0950650R,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SARCELLES,LYCEE POLYVALENT,PUBLIC,1412,,86.8
0950786N,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SARCELLES,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,605,,109.4
0950947N,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SARCELLES,LYCEE POLYVALENT,PUBLIC,782,,80.9
0951048Y,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SARCELLES,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,122,,112.9
0951940T,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SARCELLES,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,52,,114.5
0951723G,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,HERBLAY,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1242,,123.2
0951748J,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,BEAUMONT-SUR-OISE,LYCEE POLYVALENT,PUBLIC,819,,102.5
0950647M,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,LUZARCHES,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,826,,125.2
0951824S,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,JOUY-LE-MOUTIER,LYCEE POLYVALENT,PUBLIC,404,,100.3
0951147F,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,L'ISLE-ADAM,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1040,,130.6
0950761L,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,PONTOISE,LYCEE POLYVALENT PRIVE,PRIVE,750,,137.2
0950762M,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,PONTOISE,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,415,,128.4
0951221L,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,PONTOISE,LYCEE POLYVALENT PRIVE,PRIVE,247,,138.2
0951104J,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SAINT-OUEN-L'AUMONE,LPO LYCEE DES METIERS,PUBLIC,536,,114.4
0951728M,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SAINT-OUEN-L'AUMONE,LPO LYCEE DES METIERS,PUBLIC,743,,100.7
0951788C,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,DOMONT,LYCEE POLYVALENT,PUBLIC,1270,,117.0
0952126V,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,MONTMAGNY,LYCEE GENERAL PRIVE,PRIVE,43,,119.5
0952158E,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,LOUVRES,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,235,,119.3
0951994B,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,VILLIERS-LE-BEL,LYCEE POLYVALENT PRIVE,PRIVE,244,,115.6
0951727L,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,FOSSES,LPO LYCEE DES METIERS,PUBLIC,538,,97.9
0951753P,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SAINT-WITZ,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,720,,112.7
0951710T,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,VAUREAL,LPO LYCEE DES METIERS,PUBLIC,1081,,122.0
0950646L,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,GONESSE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1453,,91.5
0951937P,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,OSNY,LYCEE POLYVALENT,PUBLIC,472,,111.5
0950759J,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,MARGENCY,LYCEE GEN. ET TECHNOL. PRIVE,PRIVE,815,,138.9
0951974E,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,EAUBONNE,LYCEE POLYVALENT,PUBLIC,839,,117.5
0951756T,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,CERGY,LPO LYCEE DES METIERS,PUBLIC,988,,113.4
0951637N,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,CERGY,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1036,,111.6
0952173W,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,BEZONS,LYCEE POLYVALENT,PUBLIC,438,,88.4
0950753C,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ENGHIEN-LES-BAINS,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,602,,139.8
0952196W,2020-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,ENGHIEN-LES-BAINS,LPO LYCEE DES METIERS,PUBLIC,1379,,108.6
0782562L,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,LYCEE D'ENSEIGNEMENT GENERAL,PUBLIC,1140,,151.8
0782563M,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1268,,145.4
0782565P,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,LYCEE POLYVALENT,PUBLIC,1011,,126.4
0783293F,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,152,,128.5
0783325R,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,LYCEE POLYVALENT PRIVE,PRIVE,5,,111.5
0783350T,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,1038,,150.7
0783351U,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,1028,,145.1
0782567S,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1206,,129.9
0781949V,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,GUYANCOURT,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,766,,122.5
0781578S,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,GUYANCOURT,LPO LYCEE DES METIERS,PUBLIC,182,,114.3
0782556E,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-GERMAIN-EN-LAYE,LPO LYCEE DES METIERS,PUBLIC,373,,110.4
0783286Y,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-GERMAIN-EN-LAYE,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,807,,149.9
0783288A,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-GERMAIN-EN-LAYE,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,1153,,147.6
0783323N,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-GERMAIN-EN-LAYE,LYCEE TECHNOLOGIQUE PRIVE,PRIVE,507,,140.9
0783657B,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-GERMAIN-EN-LAYE,LYCEE GENERAL PRIVE,PRIVE,225,,149.4
0782132U,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-GERMAIN-EN-LAYE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1271,,140.5
0782557F,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-GERMAIN-EN-LAYE,LPO LYCEE DES METIERS,PUBLIC,479,,101.5
0783549J,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-GERMAIN-EN-LAYE,LYCEE GENERAL,PUBLIC,1064,,152.0
0782568T,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,LE VESINET,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1150,,143.8
0783297K,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,LE VESINET,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,512,,144.4
0781664K,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,RAMBOUILLET,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,564,,141.5
0780422K,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,LES MUREAUX,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1175,,104.5
0783282U,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,LE CHESNAY-ROCQUENCOURT,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,810,,144.6
0781861Z,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MARLY-LE-ROI,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,824,,144.8
0782822U,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,LA CELLE-SAINT-CLOUD,LPO LYCEE DES METIERS,PUBLIC,1170,,127.6
0781512V,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MONTIGNY-LE-BRETONNEUX,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,861,,142.0
0781819D,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MONTIGNY-LE-BRETONNEUX,LYCEE POLYVALENT,PUBLIC,847,,122.5
0781899R,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MONTIGNY-LE-BRETONNEUX,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,628,,147.1
0781974X,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MONTIGNY-LE-BRETONNEUX,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,359,,140.9
0781297L,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,TRAPPES,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,560,,88.0
0781951X,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MAGNANVILLE,LYCEE POLYVALENT,PUBLIC,775,,105.8
0782540M,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MANTES-LA-JOLIE,LYCEE POLYVALENT,PUBLIC,609,,89.8
0783289B,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MANTES-LA-JOLIE,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,594,,140.6
0782539L,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MANTES-LA-JOLIE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1316,,99.1
0783140P,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-CYR-L'ECOLE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,875,,122.6
0781950W,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,ACHERES,LYCEE POLYVALENT,PUBLIC,576,,102.6
0782546U,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,POISSY,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1201,,119.9
0781898P,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,POISSY,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1092,,124.2
0780515L,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MAUREPAS,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,727,,127.3
0781883Y,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MAUREPAS,LYCEE POLYVALENT,PUBLIC,570,,106.1
0780582J,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,PLAISIR,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,766,,122.4
0781859X,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,AUBERGENVILLE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1071,,123.7
0781860Y,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,CARRIERES-SUR-SEINE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1489,,137.2
0781948U,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,PORCHEVILLE,LYCEE POLYVALENT,PUBLIC,20,,86.8
0781952Y,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VILLEPREUX,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,766,,127.5
0783344L,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERNEUIL-SUR-SEINE,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,1039,,149.0
0782924E,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SARTROUVILLE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1707,,120.9
0783431F,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SARTROUVILLE,LPO LYCEE DES METIERS,PUBLIC,31,,87.7
0782549X,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,RAMBOUILLET,LYCEE POLYVALENT,PUBLIC,1929,,126.8
0781884Z,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,LIMAY,LYCEE POLYVALENT,PUBLIC,908,,105.1
0783548H,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,BUC,LYCEE GENERAL,PUBLIC,415,,158.5
0783283V,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MAISONS-LAFFITTE,LYCEE GEN. ET TECHNOL. PRIVE,PRIVE,288,,143.8
0782587N,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VILLIERS-SAINT-FREDERIC,LPO LYCEE DES METIERS,PUBLIC,697,,125.7
0781845G,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,CONFLANS-SAINTE-HONORINE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1224,,122.7
0781839A,2020-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,LA QUEUE-LES-YVELINES,LPO LYCEE DES METIERS,PUBLIC,1084,,133.7
9741256X,2020-01-01,LA REUNION,LA REUNION,LA REUNION,SAINT-DENIS,LYCEE GEN.ET TECHNOL.PRIVE,PRIVE,801,,135.8
9740019C,2020-01-01,LA REUNION,LA REUNION,LA REUNION,SAINT-PIERRE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,1116,,92.7
9741380G,2020-01-01,LA REUNION,LA REUNION,LA REUNION,SAINT-PAUL,LYCEE POLYVALENT,PUBLIC,715,,92.3
9741051Z,2020-01-01,LA REUNION,LA REUNION,LA REUNION,BRAS-PANON,LYCEE POLYVALENT,PUBLIC,460,,83.5
9741173G,2020-01-01,LA REUNION,LA REUNION,LA REUNION,LA POSSESSION,LYCEE POLYVALENT,PUBLIC,877,,103.4
9741182S,2020-01-01,LA REUNION,LA REUNION,LA REUNION,SAINT-LOUIS,LYCEE POLYVALENT,PUBLIC,768,,93.3
9741556Y,2020-01-01,LA REUNION,LA REUNION,LA REUNION,SAINT-PAUL,LPO PRIVE  MAISON BLANCHE,PRIVE,368,,132.1
9741052A,2020-01-01,LA REUNION,LA REUNION,LA REUNION,SAINT-LEU,LYCEE POLYVALENT,PUBLIC,709,,102.1
9740045F,2020-01-01,LA REUNION,LA REUNION,LA REUNION,LES AVIRONS,LYCEE POLYVALENT,PUBLIC,756,,103.1
9741186W,2020-01-01,LA REUNION,LA REUNION,LA REUNION,LES TROIS-BASSINS,LYCEE POLYVALENT,PUBLIC,640,,84.8
9741263E,2020-01-01,LA REUNION,LA REUNION,LA REUNION,LE TAMPON,LYCEE POLYVALENT,PUBLIC,671,,100.3
9741206T,2020-01-01,LA REUNION,LA REUNION,LA REUNION,SAINT-PIERRE,LYCEE POLYVALENT,PUBLIC,849,,87.6
9741231V,2020-01-01,LA REUNION,LA REUNION,LA REUNION,SAINT-BENOIT,LPO LYCEE DES METIERS,PUBLIC,511,,77.8
9741233X,2020-01-01,LA REUNION,LA REUNION,LA REUNION,SAINT-BENOIT,LPO LYCEE DES METIERS,PUBLIC,200,,62.9
9741185V,2020-01-01,LA REUNION,LA REUNION,LA REUNION,SAINTE-MARIE,LYCEE GENERAL ET TECHNOLOGIQUE,PUBLIC,882,,92.6
